name, eval
KS05_02.tif,2
KS05_03.tif,3
KS05_04.tif,2
KS05_05.tif,3
KS05_06.tif,3
KS05_07.tif,2
KS05_08.tif,3
KS05_09.tif,2
KS05_10.tif,2
KS05_11.tif,2
KS05_12.tif,2
KS05_13.tif,2
KS05_14.tif,2
KS05_15.tif,2
KS05_16.tif,2
KS05_17.tif,2
KS05_18.tif,2
KS05_19.tif,2
KS05_20.tif,3
KS05_21.tif,3
KS05_22.tif,3
KS05_23.tif,2
KS05_24.tif,3
KS05_25.tif,2
KS05_26.tif,3
KS05_27.tif,2
KS05_28.tif,2
KS05_29.tif,2
KS05_30.tif,3
PA05_01.tif,1
PA05_02.tif,1
PA05_03.tif,1
PA05_04.tif,1
PA05_05.tif,1
PA05_06.tif,1
PA05_07.tif,1
PA05_08.tif,1
PA05_09.tif,1
PA05_10.tif,1
PA05_11.tif,1
PA05_12.tif,2
PA05_13.tif,2
PA05_14.tif,2
PA05_15.tif,3
PA05_16.tif,2
PA05_17.tif,2
PA05_18.tif,2
PA05_19.tif,3
PA05_20.tif,2
PA05_21.tif,3
PA05_22.tif,2
PA05_23.tif,3
PA05_24.tif,2
PA05_25.tif,2
PA05_26.tif,2
PA05_27.tif,2
PA05_28.tif,2
PA05_29.tif,2
PA05_30.tif,3
PS05_01.tif,1
PS05_02.tif,1
PS05_03.tif,1
PS05_04.tif,1
PS05_05.tif,1
PS05_06.tif,1
PS05_07.tif,1
PS05_08.tif,1
PS05_09.tif,1
PS05_10.tif,1
PS05_11.tif,1
PS05_12.tif,1
PS05_13.tif,1
PS05_14.tif,1
PS05_15.tif,2
PS05_16.tif,4
PS05_17.tif,3
PS05_18.tif,3
PS05_19.tif,2
PS05_20.tif,2
PS05_21.tif,3
PS05_22.tif,3
PS05_23.tif,3
PS05_24.tif,3
PS05_25.tif,3
PS05_26.tif,3
PS05_27.tif,3
PS05_28.tif,2
PS05_29.tif,2
PS05_30.tif,2
TA05_01.tif,3
TA05_02.tif,4
TA05_03.tif,3
TA05_04.tif,4
TA05_05.tif,3
TA05_06.tif,3
TA05_07.tif,3
TA05_08.tif,4
TA05_09.tif,4
TA05_10.tif,3
TA05_11.tif,4
TA05_12.tif,3
TA05_13.tif,4
TA05_14.tif,3
TA05_15.tif,4
TA05_16.tif,3
TA05_17.tif,4
TA05_18.tif,3
TA05_19.tif,3
TA05_20.tif,3
TA05_21.tif,3
TA05_22.tif,3
TA05_23.tif,3
TA05_24.tif,3
TA05_25.tif,3
TA05_26.tif,3
TA05_27.tif,3
TA05_28.tif,3
TA05_29.tif,3
TA05_30.tif,3
TS05_01.tif,3
TS05_02.tif,3
TS05_03.tif,3
TS05_04.tif,3
TS05_05.tif,3
TS05_06.tif,3
TS05_07.tif,3
TS05_08.tif,3
TS05_09.tif,3
TS05_10.tif,3
TS05_11.tif,3
TS05_12.tif,2
TS05_13.tif,3
TS05_14.tif,3
TS05_15.tif,3
TS05_16.tif,3
TS05_17.tif,3
TS05_18.tif,3
TS05_19.tif,3
TS05_20.tif,3
TS05_21.tif,3
TS05_22.tif,3
TS05_23.tif,3
TS05_24.tif,2
TS05_25.tif,2
TS05_26.tif,3
TS05_27.tif,3
TS05_28.tif,3
TS05_29.tif,3
TS05_30.tif,3
