name, eval
HS03_16.tif,2
HS03_17.tif,3
HS03_18.tif,2
HS03_19.tif,2
HS03_20.tif,1
HS03_21.tif,1
HS03_22.tif,1
HS03_23.tif,1
HS03_24.tif,2
HS03_25.tif,3
HS03_26.tif,3
HS03_27.tif,3
HS03_28.tif,3
HS03_29.tif,3
HS03_30.tif,3
KA03_01.tif,2
KA03_02.tif,2
KA03_03.tif,2
KA03_04.tif,2
KA03_05.tif,2
KA03_06.tif,2
KA03_07.tif,2
KA03_08.tif,2
KA03_09.tif,1
KA03_10.tif,1
KA03_11.tif,1
KA03_12.tif,3
KA03_13.tif,2
KA03_14.tif,2
KA03_15.tif,2
KA03_16.tif,1
KA03_17.tif,1
KA03_18.tif,2
KA03_19.tif,2
KA03_20.tif,2
KA03_21.tif,1
KA03_22.tif,1
KA03_23.tif,1
KA03_24.tif,1
KA03_25.tif,1
KA03_26.tif,3
KA03_27.tif,3
KA03_28.tif,2
KA03_29.tif,2
KA03_30.tif,2
KS03_01.tif,2
KS03_02.tif,2
KS03_03.tif,2
KS03_04.tif,2
KS03_05.tif,2
KS03_06.tif,2
KS03_07.tif,2
KS03_08.tif,2
KS03_09.tif,3
KS03_10.tif,3
KS03_11.tif,3
KS03_12.tif,3
KS03_13.tif,2
KS03_14.tif,2
KS03_15.tif,2
KS03_16.tif,2
KS03_17.tif,2
KS03_18.tif,2
KS03_19.tif,2
KS03_20.tif,1
KS03_21.tif,1
KS03_22.tif,1
KS03_23.tif,1
KS03_24.tif,2
KS03_25.tif,2
KS03_26.tif,2
KS03_27.tif,2
KS03_28.tif,3
KS03_29.tif,3
KS03_30.tif,2
PA03_01.tif,1
PA03_02.tif,1
PA03_03.tif,1
PA03_04.tif,1
PA03_05.tif,1
PA03_06.tif,1
PA03_07.tif,1
PA03_08.tif,1
PA03_09.tif,1
PA03_10.tif,1
PA03_11.tif,1
PA03_12.tif,1
PA03_13.tif,1
PA03_14.tif,1
PA03_15.tif,1
PA03_16.tif,1
PA03_17.tif,1
PA03_18.tif,2
PA03_19.tif,2
PA03_20.tif,2
PA03_21.tif,2
PA03_22.tif,2
PA03_23.tif,3
PA03_24.tif,3
PA03_25.tif,3
PA03_26.tif,2
PA03_27.tif,2
PA03_28.tif,1
PA03_29.tif,2
PA03_30.tif,1
PS03_01.tif,1
PS03_02.tif,1
PS03_03.tif,1
PS03_04.tif,1
PS03_05.tif,1
PS03_06.tif,1
PS03_07.tif,1
PS03_08.tif,1
PS03_09.tif,1
PS03_10.tif,1
PS03_11.tif,1
PS03_12.tif,2
PS03_13.tif,2
PS03_14.tif,2
PS03_15.tif,2
PS03_16.tif,3
PS03_17.tif,2
PS03_18.tif,2
PS03_19.tif,2
PS03_20.tif,2
PS03_21.tif,1
PS03_22.tif,2
PS03_23.tif,2
PS03_24.tif,1
PS03_25.tif,2
PS03_26.tif,1
PS03_27.tif,2
PS03_28.tif,1
PS03_29.tif,2
PS03_30.tif,3
TA03_01.tif,3
TA03_02.tif,2
TA03_03.tif,3
TA03_04.tif,3
TA03_05.tif,3
TA03_06.tif,3
TA03_07.tif,3
TA03_08.tif,2
TA03_09.tif,2
TA03_10.tif,3
TA03_11.tif,2
TA03_12.tif,3
TA03_13.tif,2
TA03_14.tif,3
TA03_15.tif,3
TA03_16.tif,3
TA03_17.tif,2
TA03_18.tif,2
TA03_19.tif,2
TA03_20.tif,3
TA03_21.tif,2
TA03_22.tif,2
TA03_23.tif,2
TA03_24.tif,3
TA03_25.tif,3
TA03_26.tif,3
TA03_27.tif,3
TA03_28.tif,3
TA03_29.tif,3
TA03_30.tif,3
TS03_01.tif,3
TS03_02.tif,3
TS03_03.tif,3
TS03_04.tif,3
TS03_05.tif,2
TS03_06.tif,2
TS03_07.tif,3
TS03_08.tif,3
TS03_09.tif,2
TS03_10.tif,2
TS03_11.tif,2
TS03_12.tif,2
TS03_13.tif,2
TS03_14.tif,3
TS03_15.tif,2
TS03_16.tif,1
TS03_17.tif,2
TS03_18.tif,3
TS03_19.tif,3
TS03_20.tif,2
TS03_21.tif,3
TS03_22.tif,2
TS03_23.tif,3
TS03_24.tif,2
TS03_25.tif,3
TS03_26.tif,3
TS03_27.tif,3
TS03_28.tif,2
TS03_29.tif,1
TS03_30.tif,2
