name, eval
PS02_09.tif,1
PS02_10.tif,1
PS02_11.tif,1
PS02_12.tif,2
PS02_13.tif,2
PS02_14.tif,2
PS02_15.tif,2
PS02_16.tif,1
PS02_17.tif,1
PS02_18.tif,2
PS02_19.tif,3
PS02_20.tif,2
PS02_21.tif,1
PS02_22.tif,1
PS02_23.tif,1
PS02_24.tif,1
PS02_25.tif,1
PS02_26.tif,1
PS02_27.tif,2
PS02_28.tif,2
PS02_29.tif,2
PS02_30.tif,2
TA02_01.tif,3
TA02_02.tif,4
TA02_03.tif,4
TA02_04.tif,2
TA02_05.tif,2
TA02_06.tif,1
TA02_07.tif,1
TA02_08.tif,3
TA02_09.tif,4
TA02_10.tif,4
TA02_11.tif,3
TA02_12.tif,4
TA02_13.tif,3
TA02_14.tif,4
TA02_15.tif,3
TA02_16.tif,2
TA02_17.tif,3
TA02_18.tif,3
TA02_19.tif,3
TA02_20.tif,3
TA02_21.tif,3
TA02_22.tif,3
TA02_23.tif,3
TA02_24.tif,3
TA02_25.tif,3
TA02_26.tif,3
TA02_27.tif,2
TA02_28.tif,2
TA02_29.tif,2
TA02_30.tif,2
TS02_01.tif,2
TS02_02.tif,2
TS02_03.tif,2
TS02_04.tif,2
TS02_05.tif,3
TS02_06.tif,3
TS02_07.tif,2
TS02_08.tif,2
TS02_09.tif,2
TS02_10.tif,3
TS02_11.tif,3
TS02_12.tif,1
TS02_13.tif,1
TS02_14.tif,1
TS02_15.tif,2
TS02_16.tif,2
TS02_17.tif,3
TS02_18.tif,1
TS02_19.tif,2
TS02_20.tif,3
TS02_21.tif,2
TS02_22.tif,3
TS02_23.tif,2
TS02_24.tif,2
TS02_25.tif,2
TS02_26.tif,3
TS02_27.tif,2
TS02_28.tif,1
TS02_29.tif,1
TS02_30.tif,1
