name, eval
PA04_25.tif,3
PA04_26.tif,3
PA04_27.tif,3
PA04_28.tif,3
PA04_29.tif,3
PA04_30.tif,2
PS04_01.tif,1
PS04_02.tif,1
PS04_03.tif,1
PS04_04.tif,1
PS04_05.tif,1
PS04_06.tif,1
PS04_07.tif,1
PS04_08.tif,1
PS04_09.tif,1
PS04_10.tif,1
PS04_11.tif,1
PS04_12.tif,1
PS04_13.tif,1
PS04_14.tif,1
PS04_15.tif,1
PS04_16.tif,1
PS04_17.tif,1
PS04_18.tif,1
PS04_19.tif,1
PS04_20.tif,1
PS04_21.tif,1
PS04_22.tif,1
PS04_23.tif,2
PS04_24.tif,1
PS04_25.tif,1
PS04_26.tif,2
PS04_27.tif,3
PS04_28.tif,3
PS04_29.tif,3
PS04_30.tif,3
TA04_01.tif,3
TA04_02.tif,3
TA04_03.tif,2
TA04_04.tif,2
TA04_05.tif,2
TA04_06.tif,2
TA04_07.tif,2
TA04_08.tif,2
TA04_09.tif,2
TA04_10.tif,3
TA04_11.tif,3
TA04_12.tif,3
TA04_13.tif,3
TA04_14.tif,3
TA04_15.tif,3
TA04_16.tif,3
TA04_17.tif,3
TA04_18.tif,3
TA04_19.tif,3
TA04_20.tif,3
TA04_21.tif,2
TA04_22.tif,3
TA04_23.tif,2
TA04_24.tif,3
TA04_25.tif,2
TA04_26.tif,3
TA04_27.tif,2
TA04_28.tif,3
TA04_29.tif,2
TA04_30.tif,3
TS04_01.tif,2
TS04_02.tif,3
TS04_03.tif,2
TS04_04.tif,3
TS04_05.tif,2
TS04_06.tif,3
TS04_07.tif,2
TS04_08.tif,3
TS04_09.tif,2
TS04_10.tif,3
TS04_11.tif,3
TS04_12.tif,2
TS04_13.tif,3
TS04_14.tif,3
TS04_15.tif,3
TS04_16.tif,3
TS04_17.tif,3
TS04_18.tif,3
TS04_19.tif,3
TS04_20.tif,3
TS04_21.tif,2
TS04_22.tif,2
TS04_23.tif,2
TS04_24.tif,2
TS04_25.tif,2
TS04_26.tif,3
TS04_27.tif,2
TS04_28.tif,3
TS04_29.tif,2
TS04_30.tif,2
